-1.185979127883911133e+00,-6.948065757751464844e-01
2.819904126226902008e-02,5.148862600326538086e-01
1.567113161087036133e+00,-2.377414703369140625e+00
-1.041877508163452148e+00,2.153550386428833008e+00
-7.573898434638977051e-01,7.572837471961975098e-01
-1.626756787300109863e+00,8.322045803070068359e-01
-5.427865386009216309e-01,8.739376664161682129e-01
-1.480057358741760254e+00,4.428251385688781738e-01
-9.843100309371948242e-01,1.736597657203674316e+00
7.541039586067199707e-01,-1.037231385707855225e-01
1.032781481742858887e+00,-3.413642942905426025e-01
2.114529907703399658e-01,-1.008178293704986572e-02
-7.161480188369750977e-02,3.102213703095912933e-02
1.166553854942321777e+00,1.165758818387985229e-01
-1.329977363348007202e-01,-1.310207098722457886e-01
-1.237661242485046387e+00,4.722375050187110901e-02
-1.237212538719177246e+00,4.026228934526443481e-02
5.176122486591339111e-02,-3.375847935676574707e-01
1.026833295822143555e+00,-3.989682197570800781e-01
1.590187847614288330e-01,-1.146565675735473633e-01
-1.687837600708007812e+00,6.295328140258789062e-01
1.922911256551742554e-01,7.287801057100296021e-02
-3.551961779594421387e-01,9.349135160446166992e-01
-4.948523938655853271e-01,1.433995008468627930e+00
7.817247509956359863e-02,-1.906896829605102539e-01
6.714887917041778564e-03,1.820306301116943359e+00
-1.014947772026062012e+00,-1.023964136838912964e-01
1.568099737167358398e+00,-9.863386154174804688e-01
1.247123181819915771e-01,1.705104470252990723e+00
9.576531052589416504e-01,-3.071033656597137451e-01
-1.604278802871704102e+00,5.299301743507385254e-01
-1.749832332134246826e-01,-3.317191600799560547e-01
-2.240218967199325562e-01,1.328352689743041992e-01
-1.172819137573242188e+00,-1.215533018112182617e-01
-3.042482137680053711e-01,1.186545014381408691e+00
2.316014528274536133e+00,-1.436260104179382324e+00
-2.636246085166931152e-01,1.106570720672607422e+00
-4.025871306657791138e-02,-2.792240679264068604e-01
1.381616890430450439e-01,9.069022536277770996e-01
1.497272014617919922e+00,-3.524329662322998047e+00
1.963516592979431152e+00,-2.241411924362182617e+00
4.970312118530273438e-01,-8.832251429557800293e-01
-4.916439205408096313e-02,9.492737054824829102e-01
1.470193117856979370e-01,-1.270845979452133179e-01
-5.092900395393371582e-01,2.042568922042846680e+00
8.621752262115478516e-01,-3.065270185470581055e-01
4.813758283853530884e-02,1.348067820072174072e-01
9.371220469474792480e-01,-2.779498994350433350e-01
2.197278976440429688e+00,-9.871224164962768555e-01
-1.337250590324401855e+00,1.220642179250717163e-01
4.957130551338195801e-02,9.561877250671386719e-01
-2.495467662811279297e-03,-2.651282250881195068e-01
7.754520177841186523e-01,-1.358834385871887207e+00
-4.614693298935890198e-02,-2.810235023498535156e-01
8.330699801445007324e-02,-1.090323328971862793e-01
5.012455582618713379e-01,-9.021353125572204590e-01
7.346596568822860718e-02,-3.620683550834655762e-01
-1.210792660713195801e+00,-5.287394523620605469e-01
1.625616699457168579e-01,-4.749030247330665588e-02
-1.521269440650939941e+00,5.094988942146301270e-01
-2.329645305871963501e-01,1.336406543850898743e-02
2.157512187957763672e+00,-1.791390061378479004e+00
2.204190969467163086e+00,-8.876566886901855469e-01
-2.144019007682800293e-01,5.073026940226554871e-02
1.944949924945831299e-01,-4.918166100978851318e-01
2.165006160736083984e+00,-1.398791909217834473e+00
2.072723865509033203e+00,-2.863236427307128906e+00
-6.058382987976074219e-01,1.177260994911193848e+00
-1.829859375953674316e+00,8.856465220451354980e-01
8.758251667022705078e-01,3.030073344707489014e-01
6.118518114089965820e-02,-1.759705394506454468e-01
2.606760859489440918e-01,8.105702996253967285e-01
-2.747730314731597900e-01,3.474981486797332764e-01
7.873723655939102173e-02,-5.410866066813468933e-02
4.468150734901428223e-01,2.265610396862030029e-01
-1.178518652915954590e+00,-5.985340848565101624e-02
-1.197630405426025391e+00,-5.732457041740417480e-01
8.992429971694946289e-01,1.842714995145797729e-01
8.927223086357116699e-02,-3.737189173698425293e-01
1.737809896469116211e+00,-5.128077268600463867e-01
9.246121644973754883e-01,-7.161026597023010254e-01
-1.311081171035766602e+00,-1.026098251342773438e+00
-1.769581079483032227e+00,6.621696352958679199e-01
1.012999176979064941e+00,-3.969968855381011963e-01
1.497228629887104034e-02,-2.524067759513854980e-01
1.861667931079864502e-01,-4.148472845554351807e-01
1.310197234153747559e+00,-8.706458806991577148e-01
2.105036258697509766e+00,-8.920736908912658691e-01
1.499368309974670410e+00,-9.271356463432312012e-01
